,Unnamed: 0,Path,Transcript
873,873,./dataset/LibriSpeech/test-clean/5142/36377/5142-36377-0003.flac,ambrose met me at the bottom of the stairs and showed me the way to the supper room
131,131,./dataset/LibriSpeech/test-clean/1320/122612/1320-122612-0011.flac,if a rock or a rivulet or a bit of earth harder than common severed the links of the clew they followed the true eye of the scout recovered them at a distance and seldom rendered the delay of a single moment necessary
1016,1016,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0044.flac,i was to be taken away and carried to england or elsewhere or drowned upon the voyage it mattered not which
656,656,./dataset/LibriSpeech/test-clean/8230/279154/8230-279154-0039.flac,this knowledge is memory in one sense though in another it is not
2228,2228,./dataset/LibriSpeech/test-clean/61/70968/61-70968-0049.flac,have your will child if the boy also wills it montfichet answered feeling too ill to oppose anything very strongly just then
1275,1275,./dataset/LibriSpeech/test-clean/4077/13751/4077-13751-0017.flac,oh what a record to read what a picture to gaze upon how awful the fact
42,42,./dataset/LibriSpeech/test-clean/6930/76324/6930-76324-0021.flac,surface dust at least had been removed and the fine old furniture gave a hint of its real elegance and polish
1352,1352,./dataset/LibriSpeech/test-clean/908/31957/908-31957-0000.flac,all is said without a word
2256,2256,./dataset/LibriSpeech/test-clean/61/70970/61-70970-0014.flac,presently he crossed the floor of his room with decided step
691,691,./dataset/LibriSpeech/test-clean/7176/92135/7176-92135-0030.flac,enter lord arthur fluffinose
919,919,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0021.flac,up and down the water we went to get much wealth and much frolic
922,922,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0024.flac,i stood with my back to the wall for i wanted no sword reaching out of the dark for me
1427,1427,./dataset/LibriSpeech/test-clean/7021/85628/7021-85628-0018.flac,and it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me
320,320,./dataset/LibriSpeech/test-clean/2094/142345/2094-142345-0012.flac,the family likeness between her and her niece dinah morris with the contrast between her keenness and dinah's seraphic gentleness of expression might have served a painter as an excellent suggestion for a martha and mary
2530,2530,./dataset/LibriSpeech/test-clean/5683/32866/5683-32866-0003.flac,in the meantime i had formed a new idea of her
1893,1893,./dataset/LibriSpeech/test-clean/6829/68769/6829-68769-0035.flac,it won't be much but i'm grateful to find a friend
1470,1470,./dataset/LibriSpeech/test-clean/4507/16021/4507-16021-0001.flac,it engenders a whole world la pegre for which read theft and a hell la pegrenne for which read hunger
1911,1911,./dataset/LibriSpeech/test-clean/6829/68769/6829-68769-0053.flac,and to think we can save all that misery and despair by the payment of a hundred and fifty dollars
587,587,./dataset/LibriSpeech/test-clean/8463/294828/8463-294828-0009.flac,not once did he comment on the length or the hardships of a journey
2348,2348,./dataset/LibriSpeech/test-clean/237/134500/237-134500-0003.flac,the orchard was sparkling and rippling in the sun
1520,1520,./dataset/LibriSpeech/test-clean/4507/16021/4507-16021-0051.flac,in this world evidently the vestibule of another there are no fortunate
870,870,./dataset/LibriSpeech/test-clean/5142/36377/5142-36377-0000.flac,it was one of the masterly and charming stories of dumas the elder
1721,1721,./dataset/LibriSpeech/test-clean/1089/134691/1089-134691-0014.flac,the phrase and the day and the scene harmonized in a chord
1078,1078,./dataset/LibriSpeech/test-clean/2830/3980/2830-3980-0035.flac,they remain divine regardless of men's opinion
241,241,./dataset/LibriSpeech/test-clean/260/123288/260-123288-0009.flac,those clouds seem as if they were going to crush the sea
1446,1446,./dataset/LibriSpeech/test-clean/8224/274384/8224-274384-0009.flac,the parliament and the scots laid their proposals before the king
2162,2162,./dataset/LibriSpeech/test-clean/4992/41806/4992-41806-0001.flac,to night there was no need of extra heat and there were great ceremonies to be observed in lighting the fires on the hearthstones
270,270,./dataset/LibriSpeech/test-clean/7729/102255/7729-102255-0009.flac,all dissent all non compliance all hesitation all mere silence even were in their stronghold towns like leavenworth branded as abolitionism declared to be hostility to the public welfare and punished with proscription personal violence expulsion and frequently death
611,611,./dataset/LibriSpeech/test-clean/8463/294828/8463-294828-0033.flac,i was well satisfied with my cabin which was located in the stern and opened into the officers mess
827,827,./dataset/LibriSpeech/test-clean/1284/1181/1284-1181-0020.flac,dear me what a chatterbox you're getting to be unc remarked the magician who was pleased with the compliment
1804,1804,./dataset/LibriSpeech/test-clean/1188/133604/1188-133604-0033.flac,every plant in the grass is set formally grows perfectly and may be realized completely
456,456,./dataset/LibriSpeech/test-clean/7127/75947/7127-75947-0030.flac,she was here just now said the count
1462,1462,./dataset/LibriSpeech/test-clean/8224/274381/8224-274381-0011.flac,his conduct and presence of mind in this emergence appeared conspicuous
1386,1386,./dataset/LibriSpeech/test-clean/7021/79740/7021-79740-0002.flac,now delia contrived to obtain a great influence and ascendency over the minds of the children by means of these dolls
324,324,./dataset/LibriSpeech/test-clean/2094/142345/2094-142345-0016.flac,spinning indeed
1662,1662,./dataset/LibriSpeech/test-clean/3729/6852/3729-6852-0002.flac,in order to please her i spoke to her of the abbe conti and i had occasion to quote two lines of that profound writer
119,119,./dataset/LibriSpeech/test-clean/1320/122617/1320-122617-0041.flac,uncas cast his skin and stepped forth in his own beautiful proportions
2298,2298,./dataset/LibriSpeech/test-clean/8555/292519/8555-292519-0015.flac,he had broken into her courtyard
1484,1484,./dataset/LibriSpeech/test-clean/4507/16021/4507-16021-0015.flac,since when has malady banished medicine
1792,1792,./dataset/LibriSpeech/test-clean/1188/133604/1188-133604-0021.flac,it will be wholly impossible for you to retain the tranquillity of temper and felicity of faith necessary for noble purist painting unless you are actively engaged in promoting the felicity and peace of practical life
1394,1394,./dataset/LibriSpeech/test-clean/7021/79740/7021-79740-0010.flac,delia came to the parlor and with an air of great mystery beckoned the children aside and said to them in a whisper leave andella and rosalie here and don't say a word to them
888,888,./dataset/LibriSpeech/test-clean/5142/36377/5142-36377-0018.flac,he looked up at naomi doubtingly from his plate and looked down again slowly with a frown
503,503,./dataset/LibriSpeech/test-clean/2961/960/2961-960-0006.flac,the fancies of the neo platonists are only interesting to us because they exhibit a phase of the human mind which prevailed widely in the first centuries of the christian era and is not wholly extinct in our own day
1673,1673,./dataset/LibriSpeech/test-clean/3729/6852/3729-6852-0013.flac,you do me a great honour
2291,2291,./dataset/LibriSpeech/test-clean/8555/292519/8555-292519-0008.flac,over the track lined city street the young men the grinning men pass
1984,1984,./dataset/LibriSpeech/test-clean/1580/141083/1580-141083-0035.flac,holmes turned away and stooped suddenly to the floor halloa what's this
605,605,./dataset/LibriSpeech/test-clean/8463/294828/8463-294828-0027.flac,i left instructions for shipping my containers of stuffed animals and dried plants to paris france
1875,1875,./dataset/LibriSpeech/test-clean/6829/68769/6829-68769-0017.flac,worse tom worse n ever replied the jailer gloomily
838,838,./dataset/LibriSpeech/test-clean/1284/1180/1284-1180-0009.flac,then they started on again and two hours later came in sight of the house of doctor pipt
172,172,./dataset/LibriSpeech/test-clean/5639/40744/5639-40744-0035.flac,she reflected how near she stood to the crisis which was to determine whether she was to be blessed or unhappy for ever and racked by the intensity of her emotions she suddenly changed colour her head dropped and she fell forward in a swoon into the arms of the dismayed estafania
2446,2446,./dataset/LibriSpeech/test-clean/3570/5694/3570-5694-0013.flac,this differentiation is furthered by the inheritance of wealth and the consequent inheritance of gentility
208,208,./dataset/LibriSpeech/test-clean/260/123286/260-123286-0008.flac,therefore don't talk to me about views and prospects
1629,1629,./dataset/LibriSpeech/test-clean/5105/28240/5105-28240-0005.flac,he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause
516,516,./dataset/LibriSpeech/test-clean/2961/960/2961-960-0019.flac,he could write in one style but not in another and the greek language had not as yet been fashioned by any poet or philosopher to describe physical phenomena
1986,1986,./dataset/LibriSpeech/test-clean/1580/141083/1580-141083-0037.flac,what could he do he caught up everything which would betray him and he rushed into your bedroom to conceal himself
1708,1708,./dataset/LibriSpeech/test-clean/1089/134691/1089-134691-0001.flac,for a full hour he had paced up and down waiting but he could wait no longer
247,247,./dataset/LibriSpeech/test-clean/260/123288/260-123288-0015.flac,from the under surface of the clouds there are continual emissions of lurid light electric matter is in continual evolution from their component molecules the gaseous elements of the air need to be slaked with moisture for innumerable columns of water rush upwards into the air and fall back again in white foam
949,949,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0051.flac,and with it i leave you a name sif the friendly i shall hope to drink with you sometime in valhalla
1691,1691,./dataset/LibriSpeech/test-clean/3729/6852/3729-6852-0031.flac,but how did she manage to render it so fashionable
808,808,./dataset/LibriSpeech/test-clean/1284/1181/1284-1181-0001.flac,margolotte had first made the girl's form from the patchwork quilt and then she had dressed it with a patchwork skirt and an apron with pockets in it using the same gay material throughout
1012,1012,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0040.flac,then said sir ferdinando there is nothing for it but that he must take you with him
2404,2404,./dataset/LibriSpeech/test-clean/237/134493/237-134493-0016.flac,on either side of the road for a mile before you reached the foot of the hill stood tall osage orange hedges their glossy green marking off the yellow fields
2060,2060,./dataset/LibriSpeech/test-clean/4970/29095/4970-29095-0006.flac,is thy father willing thee should go away to a school of the world's people
1704,1704,./dataset/LibriSpeech/test-clean/3729/6852/3729-6852-0044.flac,i will make you translate them into french and you need not be afraid of my finding you insatiable
2206,2206,./dataset/LibriSpeech/test-clean/61/70968/61-70968-0027.flac,robin and the little tumbler between them tried to force the squire to stand back and very valiantly did these two comport themselves
220,220,./dataset/LibriSpeech/test-clean/260/123286/260-123286-0020.flac,tuesday august eighteenth
2589,2589,./dataset/LibriSpeech/test-clean/121/127105/121-127105-0011.flac,she was the most agreeable woman i've ever known in her position she would have been worthy of any whatever
2025,2025,./dataset/LibriSpeech/test-clean/1580/141084/1580-141084-0022.flac,and one more this morning
2450,2450,./dataset/LibriSpeech/test-clean/3570/5694/3570-5694-0017.flac,the wearing of uniforms or liveries implies a considerable degree of dependence and may even be said to be a mark of servitude real or ostensible
1822,1822,./dataset/LibriSpeech/test-clean/2300/131720/2300-131720-0006.flac,there seems no good reason for believing that it will change
106,106,./dataset/LibriSpeech/test-clean/1320/122617/1320-122617-0028.flac,my pursuits are peaceful and my temper i humbly trust is greatly given to mercy and love returned david a little nettled at so direct an attack on his manhood but there are none who can say that i have ever forgotten my faith in the lord even in the greatest straits
850,850,./dataset/LibriSpeech/test-clean/1284/1180/1284-1180-0021.flac,i think the next glass cat the magician makes will have neither brains nor heart for then it will not object to catching mice and may prove of some use to us
44,44,./dataset/LibriSpeech/test-clean/6930/76324/6930-76324-0023.flac,and my pocket money is getting low again and you haven't any left as usual
1122,1122,./dataset/LibriSpeech/test-clean/2830/3979/2830-3979-0002.flac,let us begin with that his commentary on galatians
1395,1395,./dataset/LibriSpeech/test-clean/7021/79740/7021-79740-0011.flac,so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there
1261,1261,./dataset/LibriSpeech/test-clean/4077/13751/4077-13751-0003.flac,in place of a single hamlet in the smallest corner of which the members could have congregated there now are about seventy stakes of zion and about seven hundred organized wards each ward and stake with its full complement of officers and priesthood organizations
2294,2294,./dataset/LibriSpeech/test-clean/8555/292519/8555-292519-0011.flac,he had got into her courtyard
970,970,./dataset/LibriSpeech/test-clean/5142/36586/5142-36586-0003.flac,but this subject will be more properly discussed when we treat of the different races of mankind
575,575,./dataset/LibriSpeech/test-clean/8463/294825/8463-294825-0017.flac,liter roughly one quart
513,513,./dataset/LibriSpeech/test-clean/2961/960/2961-960-0016.flac,but plato has not the same mastery over his instrument which he exhibits in the phaedrus or symposium
56,56,./dataset/LibriSpeech/test-clean/6930/81414/6930-81414-0006.flac,what then a human hand large and shapely appeared distinctly on the surface of the pond
1050,1050,./dataset/LibriSpeech/test-clean/2830/3980/2830-3980-0007.flac,as the ambassador of a government is honored for his office and not for his private person so the minister of christ should exalt his office in order to gain authority among men
886,886,./dataset/LibriSpeech/test-clean/5142/36377/5142-36377-0016.flac,for once in a way i proved a true prophet
1137,1137,./dataset/LibriSpeech/test-clean/4446/2271/4446-2271-0004.flac,do you know alexander mainhall looked with perplexity up into the top of the hansom and rubbed his pink cheek with his gloved finger do you know i sometimes think of taking to criticism seriously myself
2392,2392,./dataset/LibriSpeech/test-clean/237/134493/237-134493-0004.flac,the air and the earth are curiously mated and intermingled as if the one were the breath of the other
2322,2322,./dataset/LibriSpeech/test-clean/8555/284447/8555-284447-0023.flac,i couldn't shiver much bein bound so tight but when i'm loose i mean to have jus one good shiver to relieve my feelin's
688,688,./dataset/LibriSpeech/test-clean/7176/92135/7176-92135-0027.flac,lady larkspur starts suddenly and turns towards him
1505,1505,./dataset/LibriSpeech/test-clean/4507/16021/4507-16021-0036.flac,facts form one of these and ideas the other
1587,1587,./dataset/LibriSpeech/test-clean/672/122797/672-122797-0058.flac,who is humpy dumpy asked the mice
2230,2230,./dataset/LibriSpeech/test-clean/61/70968/61-70968-0051.flac,beg me a room of the sheriff child quickly
2252,2252,./dataset/LibriSpeech/test-clean/61/70970/61-70970-0010.flac,dismiss your squire robin and bid me good e e n
1970,1970,./dataset/LibriSpeech/test-clean/1580/141083/1580-141083-0021.flac,there is no opening except the one pane said our learned guide
2289,2289,./dataset/LibriSpeech/test-clean/8555/292519/8555-292519-0006.flac,the pleasant graveyard of my soul with sentimental cypress trees and flowers is filled that i may stroll in meditation at my ease
2437,2437,./dataset/LibriSpeech/test-clean/3570/5694/3570-5694-0004.flac,in the nature of things luxuries and the comforts of life belong to the leisure class
102,102,./dataset/LibriSpeech/test-clean/1320/122617/1320-122617-0024.flac,but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion
908,908,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0010.flac,in the stern i curved the tail up almost as high as the head
2459,2459,./dataset/LibriSpeech/test-clean/3570/5695/3570-5695-0003.flac,in the communities of the western culture this point is at present found among the lower middle class
540,540,./dataset/LibriSpeech/test-clean/2961/961/2961-961-0020.flac,this is the explanation of the shallows which are found in that part of the atlantic ocean
2508,2508,./dataset/LibriSpeech/test-clean/5683/32879/5683-32879-0007.flac,rachel's pale and sharpened features and dilated eye struck her with a painful surprise
2614,2614,./dataset/LibriSpeech/test-clean/121/127105/121-127105-0036.flac,but was that all her reward one of the ladies asked
732,732,./dataset/LibriSpeech/test-clean/7176/88083/7176-88083-0025.flac,at the sudden sharp sting of it the great bird turned his head and noticed for the first time the fisherman standing on the bank
1600,1600,./dataset/LibriSpeech/test-clean/672/122797/672-122797-0071.flac,in the court yard some of the merry children were playing who had danced at christmas round the fir tree and were so glad at the sight of him
413,413,./dataset/LibriSpeech/test-clean/3575/170457/3575-170457-0044.flac,after this disappointment i never dare reckon with certainty on the enjoyment of a pleasure again it seems as if some fatality stood between you and me
1614,1614,./dataset/LibriSpeech/test-clean/5105/28241/5105-28241-0010.flac,ocean reigned supreme
457,457,./dataset/LibriSpeech/test-clean/7127/75947/7127-75947-0031.flac,you are positive then
139,139,./dataset/LibriSpeech/test-clean/5639/40744/5639-40744-0002.flac,rodolfo and his companions with their faces muffled in their cloaks stared rudely and insolently at the mother the daughter and the servant maid
2032,2032,./dataset/LibriSpeech/test-clean/1580/141084/1580-141084-0029.flac,his troubled blue eyes glanced at each of us and finally rested with an expression of blank dismay upon bannister in the farther corner
1604,1604,./dataset/LibriSpeech/test-clean/5105/28241/5105-28241-0000.flac,her sea going qualities were excellent and would have amply sufficed for a circumnavigation of the globe
1310,1310,./dataset/LibriSpeech/test-clean/1221/135766/1221-135766-0005.flac,hester could only account for the child's character and even then most vaguely and imperfectly by recalling what she herself had been during that momentous period while pearl was imbibing her soul from the spiritual world and her bodily frame from its material of earth
986,986,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0014.flac,sir kennington oval is a very fine player said my wife
2373,2373,./dataset/LibriSpeech/test-clean/237/134500/237-134500-0028.flac,i'm sure alexandra hopes you will stay on here she murmured
658,658,./dataset/LibriSpeech/test-clean/8230/279154/8230-279154-0041.flac,the definition of my experience is difficult broadly speaking it is everything that is connected with what i am experiencing now by certain links of which the various forms of memory are among the most important
2606,2606,./dataset/LibriSpeech/test-clean/121/127105/121-127105-0028.flac,the awkward thing was that they had practically no other relations and that his own affairs took up all his time
741,741,./dataset/LibriSpeech/test-clean/1995/1836/1995-1836-0006.flac,she was therefore most agreeably surprised to hear mister cresswell express himself so cordially as approving of negro education
1773,1773,./dataset/LibriSpeech/test-clean/1188/133604/1188-133604-0002.flac,by being studious of color they are studious of division and while the chiaroscurist devotes himself to the representation of degrees of force in one thing unseparated light the colorists have for their function the attainment of beauty by arrangement of the divisions of light
300,300,./dataset/LibriSpeech/test-clean/7729/102255/7729-102255-0039.flac,the inmates being removed at the appointed hour a few cannon balls were fired through the stone walls
183,183,./dataset/LibriSpeech/test-clean/260/123440/260-123440-0004.flac,alice took up the fan and gloves and as the hall was very hot she kept fanning herself all the time she went on talking dear dear how queer everything is to day
2188,2188,./dataset/LibriSpeech/test-clean/61/70968/61-70968-0009.flac,like as not young master though i am an old man
872,872,./dataset/LibriSpeech/test-clean/5142/36377/5142-36377-0002.flac,the sound of an imperative and uncompromising bell recalled me in due time to the regions of reality
2286,2286,./dataset/LibriSpeech/test-clean/8555/292519/8555-292519-0003.flac,in a sunset glowing of crimson and gold she lies the glory of the world a beached king's galley whose sails are furled who is hung with tapestries rich and old
2519,2519,./dataset/LibriSpeech/test-clean/5683/32879/5683-32879-0018.flac,it is an antipathy an antipathy i cannot get over dear dorcas you may think it a madness but don't blame me
258,258,./dataset/LibriSpeech/test-clean/260/123288/260-123288-0026.flac,we shall be blown up but no the dazzling disk of mysterious light nimbly leaps aside it approaches hans who fixes his blue eye upon it steadily it threatens the head of my uncle who falls upon his knees with his head down to avoid it
1317,1317,./dataset/LibriSpeech/test-clean/1221/135766/1221-135766-0012.flac,brooding over all these matters the mother felt like one who has evoked a spirit but by some irregularity in the process of conjuration has failed to win the master word that should control this new and incomprehensible intelligence
485,485,./dataset/LibriSpeech/test-clean/7127/75946/7127-75946-0018.flac,there was something in his carriage which resembled the buoyant movements of an immortal and he did not dance so much as seem to soar along
1069,1069,./dataset/LibriSpeech/test-clean/2830/3980/2830-3980-0026.flac,verse two
1601,1601,./dataset/LibriSpeech/test-clean/672/122797/672-122797-0072.flac,and the gardener's boy chopped the tree into small pieces there was a whole heap lying there
523,523,./dataset/LibriSpeech/test-clean/2961/961/2961-961-0003.flac,i will if timaeus approves i approve
2600,2600,./dataset/LibriSpeech/test-clean/121/127105/121-127105-0022.flac,well if i don't know who she was in love with i know who he was
1346,1346,./dataset/LibriSpeech/test-clean/908/157963/908-157963-0025.flac,i see they lay helpless and naked weeping and none to answer none to cherish thee with mothers smiles
923,923,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0025.flac,come come i called when no one obeyed a fire
2142,2142,./dataset/LibriSpeech/test-clean/4992/23283/4992-23283-0002.flac,said missus horton a few minutes after
2408,2408,./dataset/LibriSpeech/test-clean/237/126133/237-126133-0001.flac,every chance she could steal after practice hours were over and after the clamorous demands of the boys upon her time were fully satisfied was seized to fly on the wings of the wind to the flowers
2200,2200,./dataset/LibriSpeech/test-clean/61/70968/61-70968-0021.flac,surely we can submit with good grace
584,584,./dataset/LibriSpeech/test-clean/8463/294828/8463-294828-0006.flac,from rubbing shoulders with scientists in our little universe by the botanical gardens the boy had come to know a thing or two
2456,2456,./dataset/LibriSpeech/test-clean/3570/5695/3570-5695-0000.flac,in a general way though not wholly nor consistently these two groups coincide
2434,2434,./dataset/LibriSpeech/test-clean/3570/5694/3570-5694-0001.flac,the utility of consumption as an evidence of wealth is to be classed as a derivative growth
1524,1524,./dataset/LibriSpeech/test-clean/4507/16021/4507-16021-0055.flac,to teach reading means to light the fire every syllable spelled out sparkles
297,297,./dataset/LibriSpeech/test-clean/7729/102255/7729-102255-0036.flac,he planted a company before the hotel and demanded a surrender of the arms belonging to the free state military companies
707,707,./dataset/LibriSpeech/test-clean/7176/88083/7176-88083-0000.flac,all about him was a tumult of bright and broken color scattered in broad splashes
2164,2164,./dataset/LibriSpeech/test-clean/4992/41806/4992-41806-0003.flac,kathleen waved the torch to and fro as she recited some beautiful lines written for some such purpose as that which called them together to night
2008,2008,./dataset/LibriSpeech/test-clean/1580/141084/1580-141084-0005.flac,that is very important said holmes
444,444,./dataset/LibriSpeech/test-clean/7127/75947/7127-75947-0018.flac,i have been here this quarter of an hour replied la valliere
313,313,./dataset/LibriSpeech/test-clean/2094/142345/2094-142345-0005.flac,several clothes horses a pillion a spinning wheel and an old box wide open and stuffed full of coloured rags
1873,1873,./dataset/LibriSpeech/test-clean/6829/68769/6829-68769-0015.flac,sometimes i'm that yearning for a smoke i'm nearly crazy an i dunno which is worst dyin one way or another
2375,2375,./dataset/LibriSpeech/test-clean/237/134500/237-134500-0030.flac,i want to be doing something on my own account
932,932,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0034.flac,then i drank half of the hornful and sent the rest across the fire to the farmer he took it and smiled saying
667,667,./dataset/LibriSpeech/test-clean/7176/92135/7176-92135-0006.flac,i've got a little idea for a play about a man and a woman and another woman and but perhaps i'd better keep the plot a secret for the moment
2144,2144,./dataset/LibriSpeech/test-clean/4992/23283/4992-23283-0004.flac,and yet you must own her behaviour has warranted them has it not been in this particular incoherent and unaccountable
983,983,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0011.flac,i did not mean said captain battleax to touch upon public subjects at such a moment as this
372,372,./dataset/LibriSpeech/test-clean/3575/170457/3575-170457-0003.flac,surely it must be because we are in danger of loving each other too well of losing sight of the creator in idolatry of the creature
163,163,./dataset/LibriSpeech/test-clean/5639/40744/5639-40744-0026.flac,luis was out of danger in a fortnight in a month he rose from his bed and during all that time he was visited daily by his mother and grandmother and treated by the master and mistress of the house as if he was their own child
2149,2149,./dataset/LibriSpeech/test-clean/4992/23283/4992-23283-0009.flac,oh my lord cried miss woodley with a most forcible accent you are the last person on earth she would pardon me for entrusting
638,638,./dataset/LibriSpeech/test-clean/8230/279154/8230-279154-0021.flac,remembering has to be a present occurrence in some way resembling or related to what is remembered
2089,2089,./dataset/LibriSpeech/test-clean/4970/29095/4970-29095-0035.flac,and if i had a fortune would thee want me to lead a useless life
710,710,./dataset/LibriSpeech/test-clean/7176/88083/7176-88083-0003.flac,but here he was at a terrible disadvantage as compared with the owls hawks and eagles he had no rending claws
2585,2585,./dataset/LibriSpeech/test-clean/121/127105/121-127105-0007.flac,to this his answer was prompt oh thank god no and is the record yours
1630,1630,./dataset/LibriSpeech/test-clean/5105/28240/5105-28240-0006.flac,the wind being adverse the dobryna did not make very rapid progress but as the weather in spite of a few clouds remained calm and the sea was quite smooth she was enabled to hold a steady course
915,915,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0017.flac,we ate at many men's tables uninvited
2015,2015,./dataset/LibriSpeech/test-clean/1580/141084/1580-141084-0012.flac,the foul mouthed fellow at the top
564,564,./dataset/LibriSpeech/test-clean/8463/294825/8463-294825-0006.flac,his specifications for an open sea submarine and a self contained diving suit were decades before their time yet modern technology bears them out triumphantly
198,198,./dataset/LibriSpeech/test-clean/260/123440/260-123440-0019.flac,cried alice again for this time the mouse was bristling all over and she felt certain it must be really offended
823,823,./dataset/LibriSpeech/test-clean/1284/1181/1284-1181-0016.flac,i am not allowed to perform magic except for my own amusement he told his visitors as he lighted a pipe with a crooked stem and began to smoke
2347,2347,./dataset/LibriSpeech/test-clean/237/134500/237-134500-0002.flac,a brisk wind had come up and was driving puffy white clouds across the sky
1566,1566,./dataset/LibriSpeech/test-clean/672/122797/672-122797-0037.flac,that's the way of the world
472,472,./dataset/LibriSpeech/test-clean/7127/75946/7127-75946-0005.flac,what do you mean inquired louis
1090,1090,./dataset/LibriSpeech/test-clean/2830/3980/2830-3980-0047.flac,to do so is to lose god altogether because god becomes intolerable when we seek to measure and to comprehend his infinite majesty
1165,1165,./dataset/LibriSpeech/test-clean/4446/2273/4446-2273-0007.flac,those fellows are all very loyal even mainhall
1161,1161,./dataset/LibriSpeech/test-clean/4446/2273/4446-2273-0003.flac,when bartley arrived at bedford square on sunday evening marie the pretty little french girl met him at the door and conducted him upstairs
791,791,./dataset/LibriSpeech/test-clean/1995/1837/1995-1837-0014.flac,he stood a moment bewildered then turned and rushed upon the island a great sheet of dazzling sunlight swept the place and beneath lay a mighty mass of olive green thick tall wet and willowy
318,318,./dataset/LibriSpeech/test-clean/2094/142345/2094-142345-0010.flac,hetty sorrel often took the opportunity when her aunt's back was turned of looking at the pleasing reflection of herself in those polished surfaces for the oak table was usually turned up like a screen and was more for ornament than for use and she could see herself sometimes in the great round pewter dishes that were ranged on the shelves above the long deal dinner table or in the hobs of the grate which always shone like jasper
1225,1225,./dataset/LibriSpeech/test-clean/4446/2275/4446-2275-0030.flac,yes hilda i know that he said simply
312,312,./dataset/LibriSpeech/test-clean/2094/142345/2094-142345-0004.flac,and what through the left hand window
2069,2069,./dataset/LibriSpeech/test-clean/4970/29095/4970-29095-0015.flac,if i can get patients
1824,1824,./dataset/LibriSpeech/test-clean/2300/131720/2300-131720-0008.flac,everything he has done has been aimed at the conservation of energy the contraction of space the intensification of culture
1805,1805,./dataset/LibriSpeech/test-clean/1188/133604/1188-133604-0034.flac,exquisite order and universal with eternal life and light this is the faith and effort of the schools of crystal and you may describe and complete their work quite literally by taking any verses of chaucer in his tender mood and observing how he insists on the clearness and brightness first and then on the order
672,672,./dataset/LibriSpeech/test-clean/7176/92135/7176-92135-0011.flac,now the object of this soliloquy is plain
2477,2477,./dataset/LibriSpeech/test-clean/3570/5696/3570-5696-0005.flac,throughout the entire evolution of conspicuous expenditure whether of goods or of services or human life runs the obvious implication that in order to effectually mend the consumer's good fame it must be an expenditure of superfluities
48,48,./dataset/LibriSpeech/test-clean/6930/76324/6930-76324-0027.flac,forgetting all their weariness they seized their candles and scurried through the house finding an occasional paper tucked away in some odd corner
589,589,./dataset/LibriSpeech/test-clean/8463/294828/8463-294828-0011.flac,he went here there and everywhere in perfect contentment
608,608,./dataset/LibriSpeech/test-clean/8463/294828/8463-294828-0030.flac,i asked for commander farragut
40,40,./dataset/LibriSpeech/test-clean/6930/76324/6930-76324-0019.flac,now let's dust the furniture and pictures
1432,1432,./dataset/LibriSpeech/test-clean/7021/85628/7021-85628-0023.flac,but when his big brother heard that he had refused to give his cap for a king's golden crown he said that anders was a stupid
466,466,./dataset/LibriSpeech/test-clean/7127/75947/7127-75947-0040.flac,in this way the fete of the whole court was a fete also for the mysterious inhabitants of the forest for certainly the deer in the brake the pheasant on the branch the fox in its hole were all listening
2538,2538,./dataset/LibriSpeech/test-clean/5683/32866/5683-32866-0011.flac,their walk continued silent for the greater part neither was quite satisfied with the other but rachel at last said
901,901,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0003.flac,the rest of you off a viking he had three ships
1409,1409,./dataset/LibriSpeech/test-clean/7021/85628/7021-85628-0000.flac,but anders cared nothing about that
2503,2503,./dataset/LibriSpeech/test-clean/5683/32879/5683-32879-0002.flac,so there came a step and a little rustling of feminine draperies the small door opened and rachel entered with her hand extended and a pale smile of welcome
1999,1999,./dataset/LibriSpeech/test-clean/1580/141083/1580-141083-0050.flac,i really don't think he knew much about it mister holmes
2266,2266,./dataset/LibriSpeech/test-clean/61/70970/61-70970-0024.flac,they moved thereafter cautiously about the hut groping before and about them to find something to show that warrenton had fulfilled his mission
224,224,./dataset/LibriSpeech/test-clean/260/123286/260-123286-0024.flac,there's a whale a whale cried the professor
293,293,./dataset/LibriSpeech/test-clean/7729/102255/7729-102255-0032.flac,the free state hotel a stone building in dimensions fifty by seventy feet three stories high and handsomely furnished previously occupied only for lodging rooms on that day for the first time opened its table accommodations to the public and provided a free dinner in honor of the occasion
4,4,./dataset/LibriSpeech/test-clean/6930/75918/6930-75918-0004.flac,she taught her daughter then by her own affection for it that love for a country where they had both been hospitably received and where a brilliant future opened before them
